AnimalBreed,AnimalDesexed,AnimalGender,locality
Border Collie,N,M,VALLEY VIEW
Red Heeler,Y,F,VALLEY VIEW
Kelpie,Y,F,VALLEY VIEW
Chihuahua,N,F,ANGLE PARK
Maltese X,Y,F,ANGLE PARK
Chihuahua - Smooth Coat,N,M,ANGLE PARK
Chihuahua,N,M,ANGLE PARK
Border Collie X,Y,F,DUDLEY PARK
Poodle X - Miniature,Y,M,DUDLEY PARK
Shih Tzu X,Y,M,GREENACRES
Maltese X,Y,M,GREENACRES
Kelpie,Y,F,GREENACRES
Jack Russell Terrier,N,F,GREENACRES
German Shepherd X,Y,F,KILBURN
Maltese X,Y,M,KILBURN
Jack Russell Terrier X,Y,M,KILBURN
Border Collie X,Y,F,KILBURN
Italian Greyhound,N,F,KILBURN
Italian Greyhound,N,M,KILBURN
Maltese X,Y,F,ENFIELD
Pug,Y,F,ENFIELD
Beagle,Y,F,ENFIELD
Beagle X,N,F,ENFIELD
Golden Retriever X,Y,F,HILLCREST
German Shorthaired Pointer,Y,F,KLEMZIG
Golden Retriever,Y,F,CROYDON PARK
Chihuahua,Y,F,DUDLEY PARK
Maltese X,Y,F,DUDLEY PARK
Poodle - Toy,Y,F,DUDLEY PARK
Maremma Sheepdog,N,M,WINDSOR GARDENS
Chihuahua,N,M,WOODVILLE GARDENS
Fox Terrier X,N,M,WOODVILLE GARDENS
Siberian Husky,N,U,WOODVILLE GARDENS
Maltese X,Y,M,WOODVILLE GARDENS
Bull Terrier X,Y,F,VALLEY VIEW
Staffordshire Bull Terrier X,Y,M,VALLEY VIEW
Retriever X,Y,F,VALLEY VIEW
Chihuahua - Long Haired,Y,M,VALLEY VIEW
German Shepherd X,Y,F,VALLEY VIEW
Chihuahua,Y,M,ENFIELD
Kelpie X,Y,M,ENFIELD
Border Collie X,Y,F,ENFIELD
Greyhound,Y,M,ENFIELD
Springer Spaniel,Y,F,ENFIELD
Maltese X,Y,F,ENFIELD
Shih Tzu X,N,M,ENFIELD
Fox Terrier,Y,F,ENFIELD
Staffordshire Bull Terrier X,Y,F,ENFIELD
Siberian Husky,Y,M,ENFIELD
Rottweiler X,N,M,FERRYDEN PARK
German Shepherd,N,U,FERRYDEN PARK
German Shepherd,N,M,FERRYDEN PARK
Labrador,N,F,BLAIR ATHOL
Beagle,Y,F,BLAIR ATHOL
Dalmation,Y,F,BLAIR ATHOL
German Shorthaired Pointer X,Y,F,BLAIR ATHOL
American Bulldog,N,M,BLAIR ATHOL
Kelpie X,Y,M,BLAIR ATHOL
Australian Shepherd,N,F,BLAIR ATHOL
Maltese X,Y,M,BLAIR ATHOL
Maltese X,Y,M,KILBURN
Maltese X,Y,M,KILBURN
Staffordshire Bull Terrier X,N,M,KILBURN
Rottweiler X,N,F,KILBURN
Maltese Terrier X,Y,F,KILBURN
Maltese,Y,F,KILBURN
West Highland Terrier,Y,F,WINDSOR GARDENS
German Shepherd,N,F,WINDSOR GARDENS
Border Collie,Y,M,WINDSOR GARDENS
Labrador,Y,M,WINDSOR GARDENS
Schnauzer - Miniature,Y,F,HILLCREST
Kelpie X,Y,M,HILLCREST
Kelpie X,Y,F,HILLCREST
Chihuahua X,Y,F,HILLCREST
Whippet,Y,M,KLEMZIG
Kelpie X,Y,M,VALLEY VIEW
Heeler X,Y,F,VALLEY VIEW
Dachshund - Miniature,Y,F,VALLEY VIEW
Dachshund,Y,M,VALLEY VIEW
Red Heeler X,Y,M,VALLEY VIEW
Beagle,Y,F,VALLEY VIEW
German Shorthaired Pointer,Y,F,VALLEY VIEW
Staffordshire Bull Terrier,Y,F,VALLEY VIEW
Chihuahua,Y,M,VALLEY VIEW
Shih Tzu X,Y,F,VALLEY VIEW
Maltese X,N,M,KLEMZIG
Kelpie X,Y,F,KLEMZIG
Jack Russell Terrier,Y,M,KLEMZIG
Border Collie X,Y,M,KLEMZIG
Maltese X,Y,F,KLEMZIG
Maltese X,Y,M,KLEMZIG
Staffordshire Bull Terrier,Y,F,KLEMZIG
Fox Terrier X,Y,F,KLEMZIG
Border Collie,Y,F,KLEMZIG
Staffordshire Bull Terrier X,Y,F,BLAIR ATHOL
Jack Russell Terrier X,Y,F,BLAIR ATHOL
Shih Tzu X,Y,F,BLAIR ATHOL
Rottweiler X,Y,M,BLAIR ATHOL
American Staffordshire Bull Terrier X,Y,M,BLAIR ATHOL
Border Collie,Y,F,BLAIR ATHOL
Border Collie,N,F,BLAIR ATHOL
Labrador X,Y,M,BLAIR ATHOL
Maltese Terrier,N,M,NORTHFIELD
Maltese,N,M,NORTHFIELD
Schnauzer,Y,F,NORTHFIELD
Great Dane,Y,F,NORTHFIELD
Labrador,N,M,NORTHFIELD
Maltese X,Y,M,OAKDEN
Silky Terrier,N,M,OAKDEN
Hungarian Viszla,Y,F,HILLCREST
Poodle,Y,F,HILLCREST
Shih Tzu,Y,M,HILLCREST
Shih Tzu,Y,M,HILLCREST
German Shepherd,Y,M,HILLCREST
Terrier X,N,M,BLAIR ATHOL
Red Heeler X,Y,F,BLAIR ATHOL
Border Collie X,N,M,BLAIR ATHOL
Staffordshire Bull Terrier,N,F,BLAIR ATHOL
Cocker Spaniel,Y,F,VALLEY VIEW
German Shepherd,N,F,VALLEY VIEW
Kelpie X,Y,F,VALLEY VIEW
Cairn Terrier,Y,F,VALLEY VIEW
Maltese,N,M,VALLEY VIEW
Dalmation X,Y,F,VALLEY VIEW
Pomeranian X,Y,M,VALLEY VIEW
Jack Russell Terrier X,Y,M,VALLEY VIEW
Poodle,Y,M,VALLEY VIEW
Bichon Frise X,Y,F,VALLEY VIEW
Maltese X,Y,M,NORTHFIELD
Maltese,Y,F,NORTHFIELD
Maltese X,Y,F,NORTHFIELD
Maltese X,N,M,MANSFIELD PARK
Poodle X,Y,F,MANSFIELD PARK
Shih Tzu,Y,F,MANSFIELD PARK
Staffordshire Bull Terrier X,N,F,MANSFIELD PARK
Jack Russell Terrier,Y,M,MANSFIELD PARK
Jack Russell Terrier,Y,M,MANSFIELD PARK
American Staffordshire Bull Terrier,N,F,MANSFIELD PARK
Staffordshire Bull Terrier X,Y,M,MANSFIELD PARK
Staffordshire Bull Terrier X,N,M,MANSFIELD PARK
Rhodesian Ridgeback X,Y,F,MANSFIELD PARK
Kelpie,N,U,MANSFIELD PARK
Kelpie X,Y,M,MANSFIELD PARK
Kelpie X,Y,F,MANSFIELD PARK
Pomeranian X,Y,F,HOLDEN HILL
Fox Terrier,Y,M,HOLDEN HILL
Irish Wolfhound X,Y,F,HOLDEN HILL
Cocker Spaniel,Y,M,HOLDEN HILL
Golden Retriever,N,M,HOLDEN HILL
Labrador X,Y,F,HOLDEN HILL
Staffordshire Bull Terrier X,Y,F,HILLCREST
Staffordshire Bull Terrier X,Y,M,HILLCREST
Maremma Sheepdog,Y,M,HILLCREST
Maltese X,Y,M,HILLCREST
Fox Terrier,N,F,HILLCREST
Blue Heeler X,Y,M,HILLCREST
Beagle X,Y,M,ENFIELD
Deerhound,Y,F,CROYDON PARK
Malinois X,Y,F,CROYDON PARK
American Staffordshire Bull Terrier,N,M,CROYDON PARK
Chihuahua,N,F,CROYDON PARK
Border Collie X,Y,F,CROYDON PARK
Chihuahua X,N,F,FERRYDEN PARK
German Shepherd,N,F,FERRYDEN PARK
Bloodhound X,N,F,FERRYDEN PARK
German Shepherd,N,M,FERRYDEN PARK
Pomeranian X,N,M,FERRYDEN PARK
Labrador,Y,M,FERRYDEN PARK
Pomeranian,N,F,FERRYDEN PARK
American Staffordshire Bull Terrier,Y,F,FERRYDEN PARK
Fox Terrier X,Y,F,FERRYDEN PARK
Terrier X,Y,M,FERRYDEN PARK
Maltese X,N,M,FERRYDEN PARK
Staffordshire Bull Terrier,Y,M,FERRYDEN PARK
American Staffordshire Bull Terrier,Y,M,FERRYDEN PARK
Labrador,Y,F,FERRYDEN PARK
Pomeranian,Y,F,FERRYDEN PARK
Pomeranian,Y,F,FERRYDEN PARK
Beagle X,N,F,HAMPSTEAD GARDENS
English Mastiff,Y,F,HAMPSTEAD GARDENS
Rottweiler,Y,M,HAMPSTEAD GARDENS
Terrier X,Y,M,HAMPSTEAD GARDENS
Cavalier King Charles Spaniel X,Y,M,HAMPSTEAD GARDENS
Maltese X,Y,M,HILLCREST
Jack Russell Terrier X,Y,F,HILLCREST
American Staffordshire Bull Terrier,Y,F,NORTHFIELD
American Staffordshire Bull Terrier,N,M,NORTHFIELD
Rottweiler,Y,F,NORTHFIELD
Dachshund X,Y,F,NORTHFIELD
German Shepherd X,Y,F,NORTHFIELD
Rottweiler X,Y,M,NORTHFIELD
Maltese Terrier X,Y,F,KILBURN
Maltese X,Y,M,ENFIELD
Maltese X,Y,M,ENFIELD
German Shepherd,Y,M,ENFIELD
Shetland Sheepdog (Sheltie),Y,M,ENFIELD
Maltese X,Y,M,MANSFIELD PARK
Maltese X,Y,M,MANSFIELD PARK
Poodle - Toy,N,F,MANSFIELD PARK
Blue Heeler X,N,M,MANSFIELD PARK
Greyhound,N,M,WOODVILLE GARDENS
Greyhound,N,M,WOODVILLE GARDENS
Greyhound,Y,F,WOODVILLE GARDENS
Greyhound,N,F,WOODVILLE GARDENS
American Staffordshire Bull Terrier,N,M,WOODVILLE GARDENS
Kelpie,Y,M,WOODVILLE GARDENS
Staffordshire Bull Terrier X,N,F,WOODVILLE GARDENS
Mastiff X,Y,M,WOODVILLE GARDENS
Fox Terrier,Y,F,WOODVILLE GARDENS
Pug X,N,F,CROYDON PARK
Chihuahua,Y,M,HAMPSTEAD GARDENS
Jack Russell Terrier X,Y,F,ENFIELD
English Staffordshire Bull Terrier X,Y,M,ENFIELD
Golden Retriever,Y,F,KLEMZIG
Pomeranian X,N,M,MANSFIELD PARK
Bull Terrier,N,F,MANSFIELD PARK
Maltese Terrier X,Y,M,SEFTON PARK
Maltese,Y,M,SEFTON PARK
Staffordshire Bull Terrier X,Y,M,SEFTON PARK
Poodle X,Y,M,SEFTON PARK
German Shepherd,Y,F,SEFTON PARK
Golden Retriever,Y,M,SEFTON PARK
Maltese X,Y,F,SEFTON PARK
Greyhound,N,F,SEFTON PARK
Schnauzer X,Y,F,SEFTON PARK
Beagle,N,M,SEFTON PARK
Poodle X,Y,F,CROYDON PARK
Labrador X,N,F,CROYDON PARK
Schnauzer - Miniature,Y,M,CROYDON PARK
Husky,N,M,CROYDON PARK
Maltese X,Y,F,CROYDON PARK
Maltese X,Y,F,CROYDON PARK
Maltese Terrier X,Y,F,CROYDON PARK
Labrador,Y,M,BLAIR ATHOL
Spoodle,Y,M,BLAIR ATHOL
Staffordshire Bull Terrier,Y,F,BLAIR ATHOL
Poodle - Toy,Y,F,BLAIR ATHOL
Schnauzer - Miniature,N,F,BLAIR ATHOL
Shih Tzu X,Y,M,BROADVIEW
Silky Terrier,Y,F,BROADVIEW
Fox Terrier - Miniature,N,F,BROADVIEW
Poodle - Toy,Y,M,BROADVIEW
Boston Terrier,Y,M,BROADVIEW
Boston Terrier,Y,F,BROADVIEW
Border Collie,Y,F,BROADVIEW
Cavoodle,Y,M,BROADVIEW
Kelpie X,Y,M,BROADVIEW
Border Collie,Y,M,BROADVIEW
Pomeranian,Y,M,BROADVIEW
Foxhound X,Y,F,BROADVIEW
German Shorthaired Pointer,Y,F,BROADVIEW
German Shorthaired Pointer,Y,F,BROADVIEW
Labradoodle,Y,F,BROADVIEW
English Toy Terrier,Y,M,BROADVIEW
Fox Terrier,Y,F,BROADVIEW
Fox Terrier X,Y,F,CROYDON PARK
Jack Russell Terrier X,Y,M,CROYDON PARK
Fox Terrier X,Y,M,CROYDON PARK
Rottweiler X,Y,M,WOODVILLE GARDENS
Great Dane X,Y,F,WOODVILLE GARDENS
Fox Terrier X,Y,M,WOODVILLE GARDENS
Maltese X,N,M,WOODVILLE GARDENS
Poodle - Miniature,Y,F,WOODVILLE GARDENS
Chihuahua X,Y,M,DEVON PARK
Kelpie X,Y,F,DEVON PARK
Cattle Dog X,Y,F,DEVON PARK
Maltese,N,F,DEVON PARK
Greyhound,Y,M,DEVON PARK
Maltese,Y,F,DEVON PARK
Maltese Terrier X,N,F,GILLES PLAINS
Poodle X - Toy,N,F,GILLES PLAINS
Corgi X,Y,F,GILLES PLAINS
Maltese X,Y,F,GILLES PLAINS
Chihuahua X,Y,F,GILLES PLAINS
Maltese,N,M,GILLES PLAINS
Maltese Terrier X,N,F,GILLES PLAINS
Staffordshire Bull Terrier X,N,F,ENFIELD
Jack Russell Terrier,Y,M,WINDSOR GARDENS
Jack Russell Terrier,Y,F,WINDSOR GARDENS
Collie,Y,F,WINDSOR GARDENS
Jack Russell Terrier,Y,F,KLEMZIG
Jack Russell Terrier,Y,M,KLEMZIG
Maltese Terrier X,N,M,KLEMZIG
Hungarian Viszla,Y,M,KLEMZIG
Australian Shepherd X,Y,M,KLEMZIG
Labrador,Y,M,KLEMZIG
American Staffordshire Bull Terrier,N,M,KLEMZIG
Retriever X,Y,F,KLEMZIG
Red Heeler X,Y,F,KLEMZIG
Rottweiler X,Y,F,WOODVILLE GARDENS
Red Heeler X,Y,F,WOODVILLE GARDENS
German Shepherd,N,M,WOODVILLE GARDENS
Bulldog X,N,M,WINGFIELD
Rhodesian Ridgeback,Y,M,WINGFIELD
Cavalier King Charles Spaniel,Y,F,KLEMZIG
Labrador X,Y,F,KLEMZIG
Border Terrier,Y,M,KLEMZIG
Border Collie,Y,M,KLEMZIG
Staffordshire Bull Terrier,Y,F,WOODVILLE GARDENS
English Staffordshire Bull Terrier,N,M,WOODVILLE GARDENS
Whippet,Y,M,WOODVILLE GARDENS
Shepherd,Y,F,WINGFIELD
Chihuahua,N,M,WINGFIELD
Poodle,Y,M,WINGFIELD
Poodle X,Y,M,WINGFIELD
Poodle,Y,M,WINGFIELD
Bull Arab X,Y,F,WINGFIELD
English Staffordshire Bull Terrier X,Y,M,WINGFIELD
Chihuahua,N,M,WINGFIELD
Labradoodle,Y,F,BLAIR ATHOL
Rottweiler X,Y,F,DRY CREEK
Golden Retriever,N,M,DRY CREEK
Staffordshire Bull Terrier X,Y,F,HILLCREST
Rhodesian Ridgeback X,N,F,HILLCREST
Maltese X,Y,F,HAMPSTEAD GARDENS
Husky X,Y,M,MANSFIELD PARK
Chihuahua,N,M,MANSFIELD PARK
Cavalier King Charles Spaniel,Y,F,HILLCREST
Maltese X,Y,F,HILLCREST
Pomeranian X,Y,M,HILLCREST
Kerry Blue Terrier,Y,M,HILLCREST
Maltese X,Y,M,HILLCREST
Maltese X,Y,F,HILLCREST
Staffordshire Bull Terrier X,Y,M,ENFIELD
Border Collie,Y,F,HAMPSTEAD GARDENS
German Shorthaired Pointer,Y,F,HAMPSTEAD GARDENS
Pomeranian,N,M,NORTHFIELD
Husky,N,F,NORTHFIELD
Blue Heeler,N,M,NORTHFIELD
English Staffordshire Bull Terrier,N,F,NORTHFIELD
Bull Mastiff X,N,M,KILBURN
Bull Terrier X,Y,F,KILBURN
Cocker Spaniel,Y,M,KILBURN
Chihuahua X,N,F,KILBURN
Staffordshire Bull Terrier X,N,M,KILBURN
Maltese X,N,M,HILLCREST
Maltese Terrier X,Y,F,HILLCREST
Shih Tzu,Y,F,BLAIR ATHOL
English Springer Spaniel,Y,F,BLAIR ATHOL
German Shepherd,N,F,BLAIR ATHOL
Kelpie X,Y,F,BLAIR ATHOL
Labradoodle,Y,F,VALLEY VIEW
Poodle - Toy,Y,F,VALLEY VIEW
Blue Heeler,Y,F,VALLEY VIEW
Labrador,Y,F,VALLEY VIEW
Siberian Husky,Y,M,VALLEY VIEW
Siberian Husky,Y,F,VALLEY VIEW
Border Collie,Y,F,VALLEY VIEW
Cattle Dog,Y,M,VALLEY VIEW
Silky Terrier X,N,M,VALLEY VIEW
Maltese X,N,F,VALLEY VIEW
Staffordshire Bull Terrier X,Y,F,VALLEY VIEW
Kelpie,Y,M,HILLCREST
Greyhound,Y,F,HILLCREST
Staffordshire Bull Terrier X,N,F,HILLCREST
Staffordshire Bull Terrier,N,M,HILLCREST
Labrador X,N,M,HILLCREST
American Staffordshire Bull Terrier X,Y,F,HILLCREST
Rhodesian Ridgeback X,N,M,HILLCREST
Maltese X,N,M,KLEMZIG
Labrador,Y,F,KLEMZIG
Shih Tzu X,Y,M,KLEMZIG
Fox Terrier X,Y,F,KLEMZIG
Jack Russell Terrier,Y,M,KLEMZIG
Jack Russell Terrier,Y,F,KLEMZIG
Dachshund X,Y,M,KLEMZIG
Labrador X,Y,F,KLEMZIG
Labrador X,Y,F,KLEMZIG
Shih Tzu X,Y,M,KLEMZIG
German Shepherd,Y,M,KLEMZIG
Kelpie X,N,M,WOODVILLE GARDENS
Labrador,Y,F,WOODVILLE GARDENS
Spaniel X,N,F,WOODVILLE GARDENS
Chihuahua,N,F,WOODVILLE GARDENS
Chihuahua,N,F,WOODVILLE GARDENS
Poodle X,Y,M,WOODVILLE GARDENS
Poodle X,Y,M,WOODVILLE GARDENS
Beagle,Y,M,WOODVILLE GARDENS
American Staffordshire Bull Terrier,N,F,WOODVILLE GARDENS
Alaskan Malamute,N,M,WINGFIELD
Labrador,N,F,WINGFIELD
Pomeranian,Y,M,WINGFIELD
Chihuahua,Y,F,WINGFIELD
Kelpie,Y,F,WINGFIELD
Staffordshire Bull Terrier,Y,F,WINGFIELD
English Staffordshire Bull Terrier,Y,M,WINGFIELD
Maltese X,Y,M,BROADVIEW
Shih Tzu X,Y,F,BROADVIEW
German Shorthaired Pointer,Y,F,BROADVIEW
Cocker Spaniel,Y,F,WINDSOR GARDENS
Chihuahua X,N,F,WINDSOR GARDENS
Corgi X,Y,F,WINDSOR GARDENS
Greyhound X,Y,F,WINDSOR GARDENS
Bichon Frise,Y,F,WINDSOR GARDENS
Staffordshire Bull Terrier,Y,M,WINDSOR GARDENS
Groodle,Y,F,WINDSOR GARDENS
Schnauzer,Y,F,WINDSOR GARDENS
Staffordshire Bull Terrier X,Y,M,WINDSOR GARDENS
Maltese Terrier X,N,F,WINDSOR GARDENS
Shih Tzu X,Y,M,WINDSOR GARDENS
Bichon Frise,N,M,ENFIELD
Maltese Terrier X,Y,M,ENFIELD
Chihuahua,Y,M,ENFIELD
Chow Chow,Y,M,ENFIELD
English Staffordshire Bull Terrier,N,M,HAMPSTEAD GARDENS
Jack Russell Terrier X,Y,F,GILLES PLAINS
Chihuahua X,Y,F,GILLES PLAINS
Jack Russell Terrier,Y,M,GILLES PLAINS
German Shepherd X,N,M,HOLDEN HILL
Papillion,Y,F,HOLDEN HILL
Heeler X,Y,M,HOLDEN HILL
Labrador,N,F,HOLDEN HILL
Shih Tzu X,Y,M,HOLDEN HILL
Maltese Terrier X,Y,F,HOLDEN HILL
Maltese Terrier,Y,F,HOLDEN HILL
Labrador X,N,M,HOLDEN HILL
Cavoodle,Y,M,HOLDEN HILL
Maltalier,Y,F,HOLDEN HILL
Spoodle X,Y,M,HOLDEN HILL
Beagle,Y,F,HOLDEN HILL
Maltese X,N,F,HOLDEN HILL
Maltese,Y,M,HOLDEN HILL
Staffordshire Bull Terrier,N,M,HOLDEN HILL
Pomeranian X,Y,M,HOLDEN HILL
Cavalier King Charles Spaniel X,Y,F,HOLDEN HILL
Tenterfield Terrier X,Y,M,HOLDEN HILL
Cross Breed,Y,F,BROADVIEW
English Cocker Spaniel,Y,M,BROADVIEW
English Cocker Spaniel,Y,M,BROADVIEW
Staffordshire Bull Terrier X,Y,M,BROADVIEW
Schnauzer X,Y,M,BROADVIEW
German Shepherd X,Y,F,BROADVIEW
Mastiff X,N,M,BROADVIEW
Silky Terrier,Y,M,BROADVIEW
Staffordshire Bull Terrier X,Y,F,KILBURN
German Shorthaired Pointer,Y,M,KILBURN
Maltese,Y,F,KILBURN
Chihuahua X,N,M,KILBURN
Shih Tzu X,Y,M,KILBURN
Shih Tzu X,Y,M,KILBURN
Maltese Terrier X,N,F,KILBURN
Boxer X,Y,F,KILBURN
Kelpie X,Y,M,KILBURN
Shih Tzu X,Y,M,KILBURN
Beagle,Y,M,KILBURN
Rottweiler X,N,F,KILBURN
West Highland Terrier,Y,F,KILBURN
Maltese X,Y,F,KILBURN
Cocker Spaniel,N,M,KILBURN
American Staffordshire Bull Terrier X,Y,M,HAMPSTEAD GARDENS
American Staffordshire Bull Terrier X,Y,M,HAMPSTEAD GARDENS
Kelpie X,Y,F,HAMPSTEAD GARDENS
Spoodle,Y,M,HAMPSTEAD GARDENS
German Shepherd - Long Haired,N,M,HAMPSTEAD GARDENS
Boxer X,Y,M,HAMPSTEAD GARDENS
Retriever,Y,M,HAMPSTEAD GARDENS
Maltese X,Y,F,HAMPSTEAD GARDENS
Shih Tzu,N,M,KILBURN
Shih Tzu,N,F,KILBURN
Maltese Terrier X,Y,M,KILBURN
Fox Terrier X,N,F,KILBURN
Fox Terrier X,Y,M,KILBURN
Maltese,N,M,KILBURN
Akita,Y,M,KILBURN
Staffordshire Bull Terrier X,Y,M,KILBURN
Staffordshire Bull Terrier X,Y,F,KILBURN
German Shepherd X,N,F,KILBURN
Pomeranian,Y,M,KILBURN
Cavalier King Charles Spaniel,Y,M,KILBURN
Labrador X,Y,F,KILBURN
Chihuahua X,N,F,CROYDON PARK
Pomeranian X,N,F,CROYDON PARK
Groodle,Y,M,CROYDON PARK
Chihuahua,Y,F,ENFIELD
Chihuahua,Y,F,ENFIELD
Cocker Spaniel X,Y,M,ENFIELD
Shetland Sheepdog (Sheltie),Y,F,ENFIELD
Border Collie,Y,M,ENFIELD
Labrador,N,F,ENFIELD
Blue Heeler,Y,F,ENFIELD
Maltese X,Y,F,KILBURN
Fox Terrier X,Y,M,KILBURN
Terrier X,N,M,KILBURN
Jack Russell Terrier,Y,F,KILBURN
Chihuahua,Y,F,KILBURN
Whippet,Y,F,KILBURN
Staffordshire Bull Terrier X,Y,M,HILLCREST
Jack Russell Terrier X,Y,F,HILLCREST
Labrador,Y,M,HILLCREST
Labrador X,Y,M,HILLCREST
Australian Shepherd,Y,M,WINDSOR GARDENS
Red Heeler,N,F,FERRYDEN PARK
Dachshund,N,F,FERRYDEN PARK
Kelpie,N,F,FERRYDEN PARK
Pomeranian X,N,M,FERRYDEN PARK
Chihuahua,N,M,FERRYDEN PARK
Maltese,Y,F,FERRYDEN PARK
Terrier X,N,F,FERRYDEN PARK
Miniature Pinscher,Y,F,BLAIR ATHOL
Maltese X,Y,M,BLAIR ATHOL
Maltese X,Y,F,BLAIR ATHOL
Labrador,Y,F,BLAIR ATHOL
German Shepherd,N,M,BLAIR ATHOL
Labrador,Y,F,BLAIR ATHOL
Labrador X,Y,M,BLAIR ATHOL
Cattle Dog X,Y,F,BLAIR ATHOL
Pomeranian X,Y,F,BLAIR ATHOL
Maltese X,Y,M,BLAIR ATHOL
German Shepherd,Y,F,CROYDON PARK
Boxer,Y,M,CLEARVIEW
Doberman,Y,M,CLEARVIEW
Jack Russell Terrier,Y,F,CLEARVIEW
Labrador,Y,M,CLEARVIEW
Maltese Terrier X,Y,M,CLEARVIEW
Fox Terrier X,Y,M,CLEARVIEW
American Staffordshire Bull Terrier X,Y,F,CLEARVIEW
Chihuahua X,Y,F,CLEARVIEW
German Shepherd,Y,M,CLEARVIEW
Poodle X,Y,F,CLEARVIEW
Poodle X,Y,F,CLEARVIEW
Australian Shepherd,Y,F,CLEARVIEW
Australian Shepherd,Y,F,CLEARVIEW
Hungarian Viszla X,Y,F,ENFIELD
Siberian Husky,N,M,ENFIELD
Siberian Husky,N,M,ENFIELD
Beagle,Y,M,ENFIELD
Spaniel,Y,M,BROADVIEW
Samoyed X,Y,M,BROADVIEW
American Staffordshire Bull Terrier,Y,F,BROADVIEW
Maltese X,Y,M,BROADVIEW
Collie X,Y,F,BROADVIEW
British Bulldog,Y,M,BROADVIEW
British Bulldog,Y,F,BROADVIEW
American Staffordshire Bull Terrier X,Y,F,BROADVIEW
Chihuahua,Y,F,WINGFIELD
Chihuahua,Y,M,WINGFIELD
Maltese X,Y,U,BLAIR ATHOL
Chihuahua X,Y,F,BLAIR ATHOL
Maltese X,N,F,CLEARVIEW
Moodle,N,F,CLEARVIEW
German Shepherd,Y,F,CLEARVIEW
German Shepherd,Y,F,CLEARVIEW
American Staffordshire Bull Terrier,N,M,CLEARVIEW
English Staffordshire Bull Terrier X,Y,M,CLEARVIEW
Dalmation,Y,M,GEPPS CROSS
Pomeranian,Y,M,GEPPS CROSS
Maltese,N,F,GEPPS CROSS
West Highland Terrier,Y,F,GEPPS CROSS
Terrier X,Y,M,GEPPS CROSS
Maltese X,Y,M,MANSFIELD PARK
Chihuahua,N,F,MANSFIELD PARK
Cavalier King Charles Spaniel X,Y,M,NORTHFIELD
Whippet,Y,M,NORTHFIELD
Kelpie,Y,F,NORTHFIELD
West Highland Terrier X,N,M,NORTHFIELD
Kelpie,N,U,NORTHFIELD
Staffordshire Bull Terrier,N,M,NORTHFIELD
Kelpie X,N,F,NORTHFIELD
Dachshund,Y,M,NORTHFIELD
Shih Tzu X,N,M,VALLEY VIEW
Jack Russell Terrier,N,M,VALLEY VIEW
German Shepherd X,N,M,VALLEY VIEW
Maltese,Y,F,VALLEY VIEW
Siberian Husky,Y,F,VALLEY VIEW
Poodle,Y,F,VALLEY VIEW
Mastiff X,Y,F,VALLEY VIEW
Terrier,Y,M,WINGFIELD
Staffordshire Bull Terrier,Y,F,GILLES PLAINS
American Staffordshire Bull Terrier X,Y,M,GILLES PLAINS
Maltese X,Y,F,GILLES PLAINS
Fox Terrier X,Y,F,VALLEY VIEW
Collie - Rough,Y,F,VALLEY VIEW
Golden Retriever,Y,M,VALLEY VIEW
Schnauzer - Miniature,Y,F,VALLEY VIEW
Maltese X,Y,M,VALLEY VIEW
Cavoodle,Y,M,DRY CREEK
Schnauzer,N,M,DRY CREEK
Tibetan Terrier,N,F,DRY CREEK
Pekingese,N,F,DRY CREEK
Chihuahua X,N,F,DRY CREEK
Border Collie,Y,M,DRY CREEK
Greyhound,N,M,DRY CREEK
Greyhound,N,M,DRY CREEK
Greyhound,N,F,DRY CREEK
Staffordshire Bull Terrier,N,M,DRY CREEK
Cavalier King Charles Spaniel,Y,M,ENFIELD
German Shepherd,N,M,ENFIELD
Cavalier King Charles Spaniel,Y,M,ENFIELD
Staffordshire Bull Terrier,N,M,ENFIELD
Miniature Pinscher,Y,M,ENFIELD
Staffordshire Bull Terrier,Y,F,ENFIELD
Cavalier King Charles Spaniel,Y,U,BROADVIEW
Pugalier,Y,F,BROADVIEW
Corgi X,Y,M,BROADVIEW
West Highland Terrier,Y,M,BROADVIEW
Kelpie,Y,M,BROADVIEW
Rhodesian Ridgeback,N,M,BROADVIEW
American Bulldog X,N,M,BROADVIEW
Border Collie,Y,M,BROADVIEW
Beagle X,Y,M,BROADVIEW
Cavalier King Charles Spaniel X,Y,M,BROADVIEW
Maltese X,Y,M,ENFIELD
Boxer,N,M,ENFIELD
Terrier,N,U,MANSFIELD PARK
Labrador,N,F,MANSFIELD PARK
Maltese X,Y,M,MANSFIELD PARK
Staffordshire Bull Terrier X,Y,F,MANSFIELD PARK
Keeshond,Y,F,MANSFIELD PARK
Maltese,Y,F,MANSFIELD PARK
Chihuahua,N,F,MANSFIELD PARK
Australian Bulldog,Y,F,MANSFIELD PARK
Maltese X,Y,F,MANSFIELD PARK
Chihuahua,N,F,MANSFIELD PARK
Chihuahua,N,F,MANSFIELD PARK
Chihuahua,N,U,WOODVILLE GARDENS
German Shepherd,N,F,WOODVILLE GARDENS
Maltese,Y,F,CROYDON PARK
Maltese,Y,M,CROYDON PARK
Japanese Spitz,Y,M,CROYDON PARK
Labrador,Y,F,CROYDON PARK
Maltese X,Y,F,CROYDON PARK
Labrador X,N,M,CROYDON PARK
Bull Terrier,N,F,CROYDON PARK
Kelpie,Y,M,CROYDON PARK
