Breed,De-sexed,Gender,Suburb
Australian Shepherd                     ,Y,F,PANORAMA                           
Miniature Fox Terrier                   ,Y,F,DAW PARK                           
Husky                                   ,Y,F,URRBRAE                            
New Zealand Huntaway                    ,Y,M,CLARENCE GARDENS                   
Australian Kelpie                       ,Y,M,CLARENCE GARDENS                   
Groodle                                 ,N,M,PASADENA                           
Terrier                                 ,Y,M,GLENALTA                           
Malamute                                ,N,M,MITCHAM                            
Border Collie                           ,Y,M,BLACKWOOD                          
Border Collie                           ,Y,F,TORRENS PARK                       
Golden Retriever                        ,Y,F,GLENALTA                           
Terrier                                 ,Y,F,PASADENA                           
Boxer                                   ,Y,F,BELAIR                             
Miniature Dachshund Short Haired        ,Y,F,COLONEL LIGHT GARDENS              
Rhodesian Ridgeback                     ,Y,F,CLAPHAM                            
Labrador                                ,Y,F,CLARENCE GARDENS                   
Spoodle                                 ,Y,M,COLONEL LIGHT GARDENS              
Rhodesian Ridgeback                     ,Y,F,BEDFORD PARK                       
Pug                                     ,Y,F,TORRENS PARK                       
Maltese                                 ,Y,F,BELAIR                             
Groodle                                 ,N,F,PANORAMA                           
Cavalier King Charles Spaniel           ,Y,F,MELROSE PARK                       
Labrador                                ,Y,F,PASADENA                           
Tenterfield Terrier                     ,Y,M,EDEN HILLS                         
Hungarian Vizsla                        ,Y,M,BLACKWOOD                          
Labrador                                ,Y,F,MELROSE PARK                       
Maltese                                 ,N,M,BEDFORD PARK                       
Australian Kelpie                       ,Y,F,EDEN HILLS                         
Fox Terrier                             ,Y,F,PANORAMA                           
Japanese Chin                           ,Y,M,CRAIGBURN FARM                     
Spoodle                                 ,Y,F,LOWER MITCHAM                      
Labrador                                ,N,F,TORRENS PARK                       
Standard Poodle                         ,Y,M,UPPER STURT                        
Staffordshire Terrier                   ,Y,M,BELAIR                             
Border Terrier                          ,Y,M,WESTBOURNE PARK                    
Fox Terrier                             ,Y,F,NETHERBY                           
German Shorthaired Pointer              ,Y,M,CRAIGBURN FARM                     
Border Collie                           ,Y,M,CUMBERLAND PARK                    
Australian Kelpie                       ,Y,F,EDEN HILLS                         
Australian Terrier                      ,N,M,BEDFORD PARK                       
Australian Cattle Dog                   ,N,F,BLACKWOOD                          
Border Collie                           ,N,M,CRAIGBURN FARM                     
Staffordshire Terrier                   ,Y,M,DAW PARK                           
Poodle                                  ,Y,M,PASADENA                           
Terrier                                 ,Y,M,BELLEVUE HEIGHTS                   
Labrador                                ,Y,M,MELROSE PARK                       
Shih Tzu                                ,Y,M,COROMANDEL VALLEY                  
Staffordshire Bull Terrier              ,Y,F,SPRINGFIELD                        
